obj,name
objects/newset/second/car.1.pcd,car
objects/newset/second/car.10.pcd,car
objects/newset/second/car.11.pcd,car
objects/newset/second/car.12.pcd,car
objects/newset/second/car.2.pcd,car
objects/newset/second/car.3.pcd,car
objects/newset/second/car.4.pcd,car
objects/newset/second/car.5.pcd,car
objects/newset/second/car.6.pcd,car
objects/newset/second/car.7.pcd,car
objects/newset/second/car.8.pcd,car
objects/newset/second/car.9.pcd,car
objects/newset/second/pedestrian.1.pcd,pedestrian
objects/newset/second/pedestrian.10.pcd,pedestrian
objects/newset/second/pedestrian.11.pcd,pedestrian
objects/newset/second/pedestrian.12.pcd,pedestrian
objects/newset/second/pedestrian.2.pcd,pedestrian
objects/newset/second/pedestrian.3.pcd,pedestrian
objects/newset/second/pedestrian.4.pcd,pedestrian
objects/newset/second/pedestrian.5.pcd,pedestrian
objects/newset/second/pedestrian.6.pcd,pedestrian
objects/newset/second/pedestrian.7.pcd,pedestrian
objects/newset/second/pedestrian.8.pcd,pedestrian
objects/newset/second/pedestrian.9.pcd,pedestrian
objects/newset/second/truck.1.pcd,truck
objects/newset/second/truck.10.pcd,truck
objects/newset/second/truck.11.pcd,truck
objects/newset/second/truck.12.pcd,truck
objects/newset/second/truck.2.pcd,truck
objects/newset/second/truck.3.pcd,truck
objects/newset/second/truck.4.pcd,truck
objects/newset/second/truck.5.pcd,truck
objects/newset/second/truck.6.pcd,truck
objects/newset/second/truck.7.pcd,truck
objects/newset/second/truck.8.pcd,truck
objects/newset/second/truck.9.pcd,truck
