obj,name
objects/4wd.11.6994.bin,4wd
objects/4wd.15.5563.bin,4wd
objects/4wd.16.6123.bin,4wd
objects/4wd.17.6783.bin,4wd
objects/4wd.18.7288.bin,4wd
objects/4wd.9.6994.bin,4wd
objects/building.4.16217.bin,building
objects/building.5.16217.bin,building
objects/building.6.16217.bin,building
objects/building.7.17589.bin,building
objects/building.9.2299.bin,building
objects/bus.9.3725.bin,bus
objects/bus.10.4548.bin,bus
objects/bus.13.6783.bin,bus
objects/bus.0.17038.bin,bus
objects/bus.1.17038.bin,bus
objects/car.40.17589.bin,car
objects/car.41.17589.bin,car
objects/car.42.17589.bin,car
objects/car.43.17589.bin,car
objects/car.44.17589.bin,car
objects/car.45.17589.bin,car
objects/car.47.17589.bin,car
objects/car.48.17589.bin,car
objects/car.49.17589.bin,car
objects/car.50.17589.bin,car
objects/car.74.20631.bin,car
objects/car.75.20631.bin,car
objects/car.76.20631.bin,car
objects/car.51.23124.bin,car
objects/car.52.23124.bin,car
objects/car.53.23124.bin,car
objects/car.54.23124.bin,car
objects/car.55.23124.bin,car
objects/car.56.23124.bin,car
objects/car.57.23124.bin,car
objects/car.58.23124.bin,car
objects/car.59.23124.bin,car
objects/car.60.25322.bin,car
objects/car.61.25322.bin,car
objects/pedestrian.0.5463.bin,pedestrian
objects/pedestrian.1.5463.bin,pedestrian
objects/pedestrian.11.6994.bin,pedestrian
objects/pedestrian.12.6994.bin,pedestrian
objects/pedestrian.120.6123.bin,pedestrian
objects/pedestrian.121.6123.bin,pedestrian
objects/pedestrian.122.6123.bin,pedestrian
objects/pedestrian.123.6123.bin,pedestrian
objects/pedestrian.124.6783.bin,pedestrian
objects/pedestrian.125.7288.bin,pedestrian
objects/pedestrian.126.7288.bin,pedestrian
objects/pedestrian.127.7288.bin,pedestrian
objects/pedestrian.128.7288.bin,pedestrian
objects/pedestrian.129.7288.bin,pedestrian
objects/pedestrian.13.6994.bin,pedestrian
objects/pedestrian.130.7288.bin,pedestrian
objects/pedestrian.131.7288.bin,pedestrian
objects/pedestrian.132.7288.bin,pedestrian
objects/pedestrian.133.7288.bin,pedestrian
objects/pedestrian.134.7288.bin,pedestrian
objects/pedestrian.135.7288.bin,pedestrian
objects/pedestrian.14.6994.bin,pedestrian
objects/pedestrian.15.6994.bin,pedestrian
objects/pedestrian.18.5463.bin,pedestrian
objects/pedestrian.19.5463.bin,pedestrian
objects/pedestrian.2.5463.bin,pedestrian
objects/pedestrian.20.5463.bin,pedestrian
objects/pedestrian.21.5463.bin,pedestrian
objects/pedestrian.22.5463.bin,pedestrian
objects/pedestrian.23.6994.bin,pedestrian
objects/pedestrian.24.6994.bin,pedestrian
objects/pedestrian.25.6994.bin,pedestrian
objects/pedestrian.26.6994.bin,pedestrian
objects/pedestrian.27.6994.bin,pedestrian
objects/pedestrian.28.6994.bin,pedestrian
objects/pedestrian.29.6994.bin,pedestrian
objects/pedestrian.3.5463.bin,pedestrian
objects/pedestrian.30.6994.bin,pedestrian
objects/pedestrian.4.5463.bin,pedestrian
objects/pedestrian.48.7041.bin,pedestrian
objects/pedestrian.5.5463.bin,pedestrian
objects/pedestrian.6.5463.bin,pedestrian
objects/pedestrian.7.5463.bin,pedestrian
objects/pedestrian.8.5463.bin,pedestrian
objects/pedestrian.9.6994.bin,pedestrian
objects/pillar.4.5100.bin,pillar
objects/pillar.5.5100.bin,pillar
objects/pillar.6.5100.bin,pillar
objects/pillar.7.5229.bin,pillar
objects/pillar.8.5229.bin,pillar
objects/pole.1.16217.bin,pole
objects/pole.15.2299.bin,pole
objects/pole.16.2446.bin,pole
objects/pole.18.270.bin,pole
objects/pole.4.2446.bin,pole
objects/pole.17.2738.bin,pole
objects/traffic_lights.19.10974.bin,traffic_lights
objects/traffic_lights.37.9824.bin,traffic_lights
objects/traffic_lights.38.9824.bin,traffic_lights
objects/traffic_lights.39.9824.bin,traffic_lights
objects/traffic_lights.40.9824.bin,traffic_lights
objects/traffic_lights.44.10974.bin,traffic_lights
objects/traffic_lights.45.10974.bin,traffic_lights
objects/traffic_lights.46.10974.bin,traffic_lights
objects/traffic_lights.41.20631.bin,traffic_lights
objects/traffic_lights.42.20631.bin,traffic_lights
objects/traffic_lights.43.20631.bin,traffic_lights
objects/traffic_sign.10.17038.bin,traffic_sign
objects/traffic_sign.11.17038.bin,traffic_sign
objects/traffic_sign.14.17589.bin,traffic_sign
objects/traffic_sign.15.25322.bin,traffic_sign
objects/traffic_sign.16.25322.bin,traffic_sign
objects/traffic_sign.42.20631.bin,traffic_sign
objects/traffic_sign.43.20631.bin,traffic_sign
objects/traffic_sign.6.16217.bin,traffic_sign
objects/traffic_sign.7.16217.bin,traffic_sign
objects/traffic_sign.8.16217.bin,traffic_sign
objects/traffic_sign.9.17038.bin,traffic_sign
objects/tree.4.17038.bin,tree
objects/tree.5.17038.bin,tree
objects/tree.6.17038.bin,tree
objects/tree.7.17038.bin,tree
objects/tree.8.17038.bin,tree
objects/tree.9.17038.bin,tree
objects/tree.11.17589.bin,tree
objects/tree.12.23124.bin,tree
objects/tree.13.23124.bin,tree
objects/tree.28.20631.bin,tree
objects/truck.0.11290.bin,truck
objects/truck.1.11290.bin,truck
objects/truck.2.11290.bin,truck
objects/trunk.0.17589.bin,trunk
objects/trunk.1.17589.bin,trunk
objects/trunk.2.23124.bin,trunk
objects/trunk.20.16217.bin,trunk
objects/trunk.21.16217.bin,trunk
objects/trunk.3.23124.bin,trunk
objects/trunk.4.25322.bin,trunk
objects/trunk.46.20631.bin,trunk
objects/trunk.47.20631.bin,trunk
objects/trunk.5.25322.bin,trunk
objects/trunk.6.25322.bin,trunk
objects/trunk.7.25322.bin,trunk
objects/trunk.8.25322.bin,trunk
objects/ute.0.25322.bin,ute
objects/ute.14.20631.bin,ute
objects/ute.15.12715.bin,ute
objects/ute.6.16217.bin,ute
objects/van.2.16217.bin,van
objects/van.3.17038.bin,van
objects/van.33.12346.bin,van
objects/van.4.17589.bin,van
objects/van.5.25322.bin,van
objects/van.6.25322.bin,van
objects/van.7.25322.bin,van
